Ticker,YahooTicker,YFinanceSector,YFinanceIndustry,MarketCap,SharesOutstanding,BookToPrice,EarningsYield,Leverage,DividendYield,RevenueGrowth,DataSource,WikiSector,WikiIndustry,CIK,Sector,Industry
DE,DE,Industrials,Farm & Heavy Construction Machinery,151973167104.0,270107282.0,0.17305737258586049,0.03149438362007678,3.76022,0.0115,-0.111,yfinance_info+wikipedia_sp500,,,,Industrials,Farm & Heavy Construction Machinery
DECK,DECK,Consumer Cyclical,Footwear & Accessories,15405830144.0,141949971.0,0.16893024751828795,0.06486685709020547,0.13140000000000002,,0.071,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Footwear & Accessories
DELL,DELL,Technology,Computer Hardware,140499288064.0,325654621.0,,0.04021472534592068,,0.011699999999999999,0.395,yfinance_info+wikipedia_sp500,,,,Technology,Computer Hardware
DG,DG,Consumer Defensive,Discount Stores,26583519232.0,220226320.0,0.3202054438127503,0.05666473365918317,1.84665,0.0196,0.059,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Discount Stores
DGX,DGX,Healthcare,Diagnostics & Research,21726388224.0,110696429.0,0.3321037303418669,0.046109950578285014,0.8273699999999999,0.0175,0.092,yfinance_info+wikipedia_sp500,,,,Healthcare,Diagnostics & Research
DHI,DHI,Consumer Cyclical,Residential Construction,45344378880.0,283579613.0,0.5185428593044401,0.06660412757973734,0.27453,0.0113,-0.023,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Residential Construction
DHR,DHR,Healthcare,Diagnostics & Research,125452345344.0,707770627.0,0.41927221638572004,0.029111424541607898,0.37170000000000003,0.9,0.037,yfinance_info+wikipedia_sp500,,,,Healthcare,Diagnostics & Research
DIS,DIS,Communication Services,Entertainment,181757935616.0,1771519851.0,0.5953118713878708,0.06617933723196881,0.40909,0.0146,0.052,yfinance_info+wikipedia_sp500,,,,Communication Services,Entertainment
DLR,DLR,Real Estate,REIT - Specialty,69784797184.0,348924000.0,0.32299998249340095,0.0189,0.7565900000000001,0.024399999999999998,0.167,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Specialty
DLTR,DLTR,Consumer Defensive,Discount Stores,20469690368.0,197298217.0,0.18232289800933663,0.057253012048192775,1.87904,,0.09,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Discount Stores
DOC,DOC,Real Estate,REIT - Healthcare Facilities,11423067136.0,695256660.0,0.656786366638773,0.006086427267194158,1.22183,0.07429999999999999,0.031,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Healthcare Facilities
DOV,DOV,Industrials,Specialty Industrial Machinery,30269190144.0,134661414.0,0.24430998383009941,0.035590355013791264,0.43927,0.92,0.101,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
DOW,DOW,Basic Materials,Chemicals,27863863296.0,720741438.0,0.5773150738582267,-0.10346611484738749,1.1709699999999998,0.0362,-0.061,yfinance_info+wikipedia_sp500,,,,Basic Materials,Chemicals
DPZ,DPZ,Consumer Cyclical,Restaurants,12368540672.0,33625700.0,,0.04779381779626458,,0.0216,0.064,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Restaurants
DRI,DRI,Consumer Cyclical,Restaurants,23028406272.0,114535003.0,0.0912364472819385,0.047199840843529295,3.87681,0.0298,0.059,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Restaurants
DTE,DTE,Utilities,Utilities - Regulated Electric,30555170816.0,208028117.0,0.40319987484675884,0.04793028322440087,2.13601,0.030699999999999998,0.289,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
DUK,DUK,Utilities,Utilities - Regulated Electric,99043639296.0,778216672.0,0.5137424829842068,0.04957963384929677,1.71838,0.0335,0.08,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
DVA,DVA,Healthcare,Medical Care Facilities,10013648896.0,65944342.0,,0.06262759301942707,11.11353,,0.099,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Care Facilities
DVN,DVN,Energy,Oil & Gas E&P,29791848448.0,621440299.0,0.5207551386945387,0.0869837296620776,0.55951,0.02,-0.121,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas E&P
DXCM,DXCM,Healthcare,Medical Devices,23758200832.0,385872977.0,0.115900613832831,0.033945103134643495,0.50852,,0.131,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Devices
EA,EA,Communication Services,Electronic Gaming & Multimedia,50718920704.0,250253713.0,0.12134504183552333,0.013223466719297382,0.36443,0.37,0.01,yfinance_info+wikipedia_sp500,,,,Communication Services,Electronic Gaming & Multimedia
EBAY,EBAY,Consumer Cyclical,Internet Retail,43877122048.0,448000000.0,0.10494179298510288,0.043496017970185825,1.55623,0.0127,0.15,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Internet Retail
ECL,ECL,Basic Materials,Specialty Chemicals,76110381056.0,282423768.0,0.1285576563733551,0.027013989387361312,0.91769,0.0102,0.048,yfinance_info+wikipedia_sp500,,,,Basic Materials,Specialty Chemicals
ED,ED,Utilities,Utilities - Regulated Electric,40180019200.0,368421246.0,0.6142123957520333,0.051714652484870706,1.1731699999999998,0.0319,0.089,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
EFX,EFX,Industrials,Consulting Services,20805849088.0,119072409.0,0.22068186281974042,0.03287528265785354,1.13353,0.011899999999999999,0.143,yfinance_info+wikipedia_sp500,,,,Industrials,Consulting Services
EG,EG,Financial Services,Insurance - Reinsurance,13742116864.0,40020144.0,1.1062874886949865,0.11011124701496884,0.24481000000000003,0.0233,-0.029,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance - Reinsurance
EIX,EIX,Utilities,Utilities - Regulated Electric,26504624128.0,384905951.0,0.6446848889859068,0.16773162939297126,2.15738,0.051,0.308,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
EL,EL,Consumer Defensive,Household & Personal Products,28149598208.0,247219699.0,0.14322796004570118,-0.006553585196607556,2.32945,0.018000000000000002,0.056,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Household & Personal Products
ELV,ELV,Healthcare,Healthcare Plans,74868908032.0,217162380.0,0.5766591333839678,0.06851142823993503,0.72299,0.02,0.026,yfinance_info+wikipedia_sp500,,,,Healthcare,Healthcare Plans
EME,EME,Industrials,Engineering & Construction,38738882560.0,44440278.0,0.09486492373239591,0.03239452810667893,0.12913,0.15,0.197,yfinance_info+wikipedia_sp500,,,,Industrials,Engineering & Construction
EMR,EMR,Industrials,Specialty Industrial Machinery,79438700544.0,562000000.0,0.25525291352056817,0.028935267067562786,0.6928300000000001,0.015700000000000002,0.041,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
EOG,EOG,Energy,Oil & Gas E&P,71319846912.0,535715814.0,0.4167805866936963,0.06850446931570645,0.3062,0.030600000000000002,0.0,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas E&P
EPAM,EPAM,Technology,Information Technology Services,6277009920.0,52756846.0,0.5694486148646475,0.05648008068582955,0.03907,,0.128,yfinance_info+wikipedia_sp500,,,,Technology,Information Technology Services
EQIX,EQIX,Real Estate,REIT - Specialty,109349781504.0,98623487.0,0.129979430755083,0.01240124102601104,1.60291,0.0173,0.081,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Specialty
EQR,EQR,Real Estate,REIT - Residential,23327248384.0,374674719.0,0.468679727333383,0.047221329906842274,0.74323,0.0451,0.02,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Residential
EQT,EQT,Energy,Oil & Gas E&P,36846911488.0,625478000.0,0.6460872792844713,0.08945849601086403,0.20815999999999998,0.011200000000000002,0.499,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas E&P
ERIE,ERIE,Financial Services,Insurance Brokers,12215958528.0,46189068.0,0.18691892746667096,0.046699768855406214,0.02108,0.025,0.023,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance Brokers
ES,ES,Utilities,Utilities - Regulated Electric,25798023168.0,375845345.0,0.6285693309457756,0.06643356643356643,1.8494599999999999,0.045899999999999996,0.134,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
ESS,ESS,Real Estate,REIT - Residential,16465523712.0,64477129.0,0.33672709346601276,0.04068606335904766,1.1943300000000001,0.0403,0.032,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Residential
ETN,ETN,Industrials,Specialty Industrial Machinery,164474748928.0,387985340.0,0.11812841823035715,0.024698056237025853,0.54877,0.0104,0.131,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
ETR,ETR,Utilities,Utilities - Regulated Electric,52024233984.0,457798633.0,0.32921507225612406,0.034406898979232665,1.8178999999999998,0.0225,0.079,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
EVRG,EVRG,Utilities,Utilities - Regulated Electric,18705981440.0,230284149.0,0.546472962403152,0.0450572448602733,1.4991700000000001,0.0342,0.066,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
EW,EW,Healthcare,Medical Devices,48515985408.0,576541693.0,0.21155080064573767,0.021509209744503863,0.06824,,0.167,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Devices
EXC,EXC,Utilities,Utilities - Regulated Electric,48007372800.0,1023175091.0,0.6002131476930087,0.05818414322250639,1.74488,0.0358,-0.011,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
EXE,EXE,Energy,Oil & Gas E&P,23184009216.0,240398260.0,0.8051741780963154,0.07849440066362506,0.27495,0.0331,0.383,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas E&P
EXPD,EXPD,Industrials,Integrated Freight & Logistics,19623120896.0,132984007.0,0.1192396232314081,0.04032258064516129,0.24197,0.0104,-0.033,yfinance_info+wikipedia_sp500,,,,Industrials,Integrated Freight & Logistics
EXPE,EXPE,Consumer Cyclical,Travel Services,30810169344.0,117011421.0,0.041687880586900324,0.03901527203308941,2.54692,0.67,0.114,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Travel Services
EXR,EXR,Real Estate,REIT - Industrial,30009024512.0,211197320.0,0.44772329124615,0.032303469631923425,0.9867900000000001,0.045599999999999995,0.046,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Industrial
F,F,Consumer Cyclical,Auto Manufacturers,49657196544.0,3940230185.0,0.7280290303031891,-0.16639741518578352,4.60639,0.048499999999999995,-0.048,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Auto Manufacturers
FANG,FANG,Energy,Oil & Gas E&P,54796713984.0,281311730.0,0.6669285027968647,0.02941629447096874,0.33784,0.0216,-0.094,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas E&P
FAST,FAST,Industrials,Industrial Distribution,51305684992.0,1148035061.0,0.07775788558269271,0.02528529872454688,0.11166999999999999,0.0206,0.124,yfinance_info+wikipedia_sp500,,,,Industrials,Industrial Distribution
FCX,FCX,Basic Materials,Copper,87637368832.0,1435501606.0,0.21557739397672018,0.03095823095823096,0.34103,0.98,-0.015,yfinance_info+wikipedia_sp500,,,,Basic Materials,Copper
FDS,FDS,Financial Services,Financial Data & Stock Exchanges,8164944384.0,36431127.0,0.25927183298289286,0.06929323576655362,0.7297199999999999,0.0196,0.071,yfinance_info+wikipedia_sp500,,,,Financial Services,Financial Data & Stock Exchanges
FDX,FDX,Industrials,Integrated Freight & Logistics,92574646272.0,238606756.0,0.3214160511254656,0.048301458838084434,1.40994,0.0149,0.083,yfinance_info+wikipedia_sp500,,,,Industrials,Integrated Freight & Logistics
FE,FE,Utilities,Utilities - Regulated Electric,28578676736.0,578398650.0,0.438150192978871,0.03562031977332524,1.9275499999999999,0.037599999999999995,0.207,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
FFIV,FFIV,Technology,Software - Infrastructure,17134383104.0,56519273.0,0.2051655894549975,0.039879931389365346,0.07566,,0.073,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
FICO,FICO,Technology,Software - Application,23834101760.0,23722134.0,,0.02690301775619078,,,0.164,yfinance_info+wikipedia_sp500,,,,Technology,Software - Application
FIS,FIS,Technology,Information Technology Services,23681314816.0,514403688.0,0.5913186381979068,0.015963262628471465,0.9589300000000001,0.0359,0.082,yfinance_info+wikipedia_sp500,,,,Technology,Information Technology Services
FISV,FISV,,,32535863296.0,532998979.0,0.7938856199766391,0.10420776360343778,,,,yfinance_info+wikipedia_sp500,,,,Unknown,Unknown
FITB,FITB,Financial Services,Banks - Regional,44983169024.0,905823000.0,0.607712442140458,0.05980668546113573,,0.0322,0.33,yfinance_info+wikipedia_sp500,,,,Financial Services,Banks - Regional
FIX,FIX,Industrials,Engineering & Construction,60763607040.0,35202424.0,0.010633675617173216,0.020102889717980212,0.45488999999999996,0.13,0.01,yfinance_info+wikipedia_sp500,,,,Industrials,Engineering & Construction
FOX,FOX,Communication Services,Entertainment,23894495232.0,224702222.0,0.4574862175414672,0.07423891757165746,0.67389,1.0,0.02,yfinance_info+wikipedia_sp500,,,,Communication Services,Entertainment
FOXA,FOXA,Communication Services,Entertainment,26736142336.0,200693856.0,0.408862369893861,0.06634844868735083,0.67389,0.89,0.02,yfinance_info+wikipedia_sp500,,,,Communication Services,Entertainment
FRT,FRT,Real Estate,REIT - Retail,9592547328.0,86388213.0,0.3224693724233286,0.042056916426512964,1.4364,0.0404,0.075,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Retail
FSLR,FSLR,Technology,Solar,20819658752.0,107450760.0,0.4587273170236506,0.07328654004954582,0.06871000000000001,,0.111,yfinance_info+wikipedia_sp500,,,,Technology,Solar
FTNT,FTNT,Technology,Software - Infrastructure,62405152768.0,739923583.0,0.01975337906240586,0.028693383922219585,0.8580200000000001,,0.148,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
FTV,FTV,Technology,Scientific & Technical Instruments,18807117824.0,307859190.0,0.3370764322832661,0.026027173023408085,0.51177,0.43,0.046,yfinance_info+wikipedia_sp500,,,,Technology,Scientific & Technical Instruments
GD,GD,Industrials,Aerospace & Defense,84831625216.0,270845862.0,0.30299799242620157,0.04929599948916063,0.38205,0.0194,0.078,yfinance_info+wikipedia_sp500,,,,Industrials,Aerospace & Defense
GDDY,GDDY,Technology,Software - Infrastructure,11473788928.0,133354117.0,0.018549511660918637,0.07229195722919571,17.95723,,0.068,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
GE,GE,Industrials,Aerospace & Defense,297358524416.0,1043337235.0,0.06257554432588742,0.028285312719606465,1.16527,0.66,0.247,yfinance_info+wikipedia_sp500,,,,Industrials,Aerospace & Defense
GEHC,GEHC,Healthcare,Medical Devices,31406450688.0,456290143.0,0.33087315904655856,0.06610489612087753,0.98717,0.2,0.071,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Devices
GEN,GEN,Technology,Software - Infrastructure,11531838464.0,605663774.0,0.20210083821322647,0.050945378151260504,3.6337900000000003,0.0263,0.258,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
GEV,GEV,Industrials,Specialty Industrial Machinery,308810317824.0,268719995.0,0.03608802880690812,0.029803600797083163,0.24925,0.13,0.163,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
GILD,GILD,Healthcare,Drug Manufacturers - General,161852948480.0,1241203736.0,0.1402837378882528,0.051993865030674845,1.12923,0.0252,0.047,yfinance_info+wikipedia_sp500,,,,Healthcare,Drug Manufacturers - General
GIS,GIS,Consumer Defensive,Packaged Foods,18662832128.0,533681218.0,0.29608234500059627,0.11695739205032886,2.17629,0.0698,0.022,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Packaged Foods
GL,GL,Financial Services,Insurance - Life,11967500288.0,78444555.0,0.495142895764003,0.09471683272155217,0.45665999999999995,0.87,0.054,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance - Life
GLW,GLW,Technology,Electronic Components,151092117504.0,859014837.0,0.07832736609349311,0.01040422991642504,0.7619199999999999,0.64,0.204,yfinance_info+wikipedia_sp500,,,,Technology,Electronic Components
GM,GM,Consumer Cyclical,Auto Manufacturers,70374301696.0,901656578.0,0.8662396105386712,0.04189622037155669,2.08299,0.92,-0.051,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Auto Manufacturers
GNRC,GNRC,Industrials,Specialty Industrial Machinery,12963250176.0,58675827.0,0.2030643218423295,0.012221065495858417,0.52479,,-0.116,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
GOOG,GOOG,Communication Services,Internet Content & Information,4141045252096.0,5438000000.0,0.10035346497433259,0.03160785230193971,0.16133,0.25,0.18,yfinance_info+wikipedia_sp500,,,,Communication Services,Internet Content & Information
GOOGL,GOOGL,Communication Services,Internet Content & Information,4166206881792.0,5822000000.0,0.09974738973549485,0.03138792102206737,0.16133,0.24,0.18,yfinance_info+wikipedia_sp500,,,,Communication Services,Internet Content & Information
GPC,GPC,Consumer Cyclical,Auto Parts,15128137728.0,137624545.0,0.29905280109151877,0.003954386610263013,1.49454,0.0391,0.068,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Auto Parts
GPN,GPN,Industrials,Specialty Business Services,18650466304.0,275243013.0,1.4271399460424075,0.06537780401416764,0.93316,0.0148,-0.0,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Business Services
GRMN,GRMN,Technology,Scientific & Technical Instruments,50032017408.0,192883365.0,0.17958286492136066,0.03311615713790046,0.021840000000000002,0.016200000000000003,0.166,yfinance_info+wikipedia_sp500,,,,Technology,Scientific & Technical Instruments
GS,GS,Financial Services,Capital Markets,275063242752.0,294993942.0,0.3881347818212883,0.05909958895685666,6.08943,0.0194,0.145,yfinance_info+wikipedia_sp500,,,,Financial Services,Capital Markets
GWW,GWW,Industrials,Industrial Distribution,54334349312.0,47329985.0,0.06863038795728857,0.030801662035383582,0.6911400000000001,0.79,0.045,yfinance_info+wikipedia_sp500,,,,Industrials,Industrial Distribution
HAL,HAL,Energy,Oil & Gas Equipment & Services,33706954752.0,835157457.0,0.31910306001326577,0.04484638255698712,0.74651,0.0168,-0.003,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas Equipment & Services
HAS,HAS,Consumer Cyclical,Leisure,13455867904.0,141521544.0,0.04034497210467939,-0.024190155658392932,6.005839999999999,0.0294,0.313,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Leisure
HBAN,HBAN,Financial Services,Banks - Regional,33244942336.0,2027130587.0,0.8920122797978486,0.07926829268292684,,0.0378,0.34,yfinance_info+wikipedia_sp500,,,,Financial Services,Banks - Regional
HCA,HCA,Healthcare,Medical Care Facilities,96684630016.0,223568966.0,,0.06710447208990428,,0.72,0.043,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Care Facilities
HD,HD,Consumer Cyclical,Home Improvement Retail,334555742208.0,996027658.0,0.038298250922710185,0.042394831641311144,5.1439200000000005,0.0277,-0.038,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Home Improvement Retail
HIG,HIG,Financial Services,Insurance - Diversified,36856889344.0,274130820.0,0.500773544894799,0.10568984752696171,0.23151,0.0179,0.061,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance - Diversified
HII,HII,Industrials,Aerospace & Defense,14147824640.0,39377171.0,0.3598096247275567,0.04280664644159314,0.58762,0.0154,0.157,yfinance_info+wikipedia_sp500,,,,Industrials,Aerospace & Defense
HLT,HLT,Consumer Cyclical,Lodging,76957147136.0,228795935.0,,0.01820457050919167,,0.18,0.07,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Lodging
HOLX,HOLX,Healthcare,Medical Instruments & Supplies,16968846336.0,223244905.0,0.30935401468039475,0.03170635442704907,0.48051,,0.025,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Instruments & Supplies
HON,HON,Industrials,Conglomerates,135075831808.0,633653119.0,0.10266922532065396,0.02941314443871089,2.50487,0.0223,-0.069,yfinance_info+wikipedia_sp500,,,,Industrials,Conglomerates
HOOD,HOOD,Financial Services,Capital Markets,76265127936.0,790054654.0,0.11971431376163921,0.02420021248967064,1.3603999999999998,,0.265,yfinance_info+wikipedia_sp500,,,,Financial Services,Capital Markets
HPE,HPE,Technology,Communication Equipment,37364211712.0,1326854089.0,0.6620028565423259,-0.006036931818181819,0.87223,0.0202,0.184,yfinance_info+wikipedia_sp500,,,,Technology,Communication Equipment
HPQ,HPQ,Technology,Computer Hardware,18166915072.0,914550199.0,,0.13340070742799395,,0.060599999999999994,0.069,yfinance_info+wikipedia_sp500,,,,Technology,Computer Hardware
HRL,HRL,Consumer Defensive,Packaged Foods,11858624512.0,550284207.0,0.6695128102572576,0.041299303944315545,0.04244,0.054299999999999994,-0.029,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Packaged Foods
HSIC,HSIC,Healthcare,Medical Distribution,8897563648.0,114748051.0,0.36147793289277846,0.042171782305906624,0.71736,,0.077,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Distribution
HST,HST,Real Estate,REIT - Hotel & Motel,14365265920.0,687333299.0,0.4562200725335169,0.05263157894736843,0.8377899999999999,0.0383,0.128,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Hotel & Motel
HSY,HSY,Consumer Defensive,Confectioners,38811262976.0,148077438.0,0.1193806056655648,0.02271777731355755,1.23763,0.030299999999999997,0.07,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Confectioners
HUBB,HUBB,Industrials,Electrical Equipment & Parts,29402087424.0,53024734.0,0.1306452976250122,0.029905798542679947,0.64473,0.0103,0.119,yfinance_info+wikipedia_sp500,,,,Industrials,Electrical Equipment & Parts
HUM,HUM,Healthcare,Healthcare Plans,25839321088.0,120054462.0,0.6802954795385828,0.04571853366166427,0.74815,0.016399999999999998,0.113,yfinance_info+wikipedia_sp500,,,,Healthcare,Healthcare Plans
HWM,HWM,Industrials,Aerospace & Defense,97203912704.0,400713557.0,0.0549785525917412,0.015302755320904141,0.60022,0.2,0.146,yfinance_info+wikipedia_sp500,,,,Industrials,Aerospace & Defense
IBKR,IBKR,Financial Services,Capital Markets,34143164416.0,445616477.0,0.1571391201500955,0.030279300443748363,1.50649,0.46,0.168,yfinance_info+wikipedia_sp500,,,,Financial Services,Capital Markets
IBM,IBM,Technology,Information Technology Services,218034585600.0,939885280.0,0.15020692656410398,0.04871109578411933,2.1116900000000003,0.0291,0.095,yfinance_info+wikipedia_sp500,,,,Technology,Information Technology Services
ICE,ICE,Financial Services,Financial Data & Stock Exchanges,89750953984.0,566430761.0,0.3218428567492893,0.0364152729567687,0.70077,0.0131,0.078,yfinance_info+wikipedia_sp500,,,,Financial Services,Financial Data & Stock Exchanges
IDXX,IDXX,Healthcare,Diagnostics & Research,45061627904.0,79424539.0,0.03558743937056923,0.023094729030092062,0.60827,,0.143,yfinance_info+wikipedia_sp500,,,,Healthcare,Diagnostics & Research
IEX,IEX,Industrials,Specialty Industrial Machinery,15221974016.0,74202616.0,0.26369052878731913,0.03130800039073947,0.48251,0.0139,0.042,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
IFF,IFF,Basic Materials,Specialty Chemicals,18171846656.0,255437821.0,0.7780995478774767,-0.019820073095305032,0.46884,0.0225,-0.066,yfinance_info+wikipedia_sp500,,,,Basic Materials,Specialty Chemicals
INCY,INCY,Healthcare,Biotechnology,18836721664.0,199014486.0,0.27509772984401576,0.06772319070258848,0.010629999999999999,,0.278,yfinance_info+wikipedia_sp500,,,,Healthcare,Biotechnology
INTC,INTC,Technology,Semiconductors,414846025728.0,5026000000.0,0.27724739580828,-0.007269202810758419,0.36028,,0.072,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductors
INTU,INTU,Technology,Software - Application,110182629376.0,276550000.0,0.17342845120796904,0.03879277686576588,0.36148,0.011699999999999999,0.174,yfinance_info+wikipedia_sp500,,,,Technology,Software - Application
INVH,INVH,Real Estate,REIT - Residential,16262970368.0,599446021.0,0.5751197888252154,0.035385182454847036,0.8812399999999999,0.044199999999999996,0.043,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Residential
IP,IP,Consumer Cyclical,Packaging & Containers,17287725056.0,529486211.0,0.8599999243200066,-0.17182235834609497,0.71073,0.0567,0.531,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Packaging & Containers
IQV,IQV,Healthcare,Diagnostics & Research,27241349120.0,167866339.0,0.23627680678511379,0.04831156026620655,2.45928,,0.103,yfinance_info+wikipedia_sp500,,,,Healthcare,Diagnostics & Research
IR,IR,Industrials,Specialty Industrial Machinery,33114202112.0,391617994.0,0.3078033820943139,0.017301038062283735,0.5069899999999999,0.1,0.101,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
IRM,IRM,Real Estate,REIT - Specialty,34516467712.0,297478817.0,,0.004223045764026545,,0.0298,0.166,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Specialty
ISRG,ISRG,Healthcare,Medical Instruments & Supplies,170784407552.0,354162842.0,0.10408942364020699,0.0171083737713077,,,0.23,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Instruments & Supplies
IT,IT,Technology,Information Technology Services,10163659776.0,67510191.0,0.029990034311598253,0.06409830621056127,10.46535,,0.022,yfinance_info+wikipedia_sp500,,,,Technology,Information Technology Services
ITW,ITW,Industrials,Specialty Industrial Machinery,77609377792.0,288078076.0,0.041498011830253215,0.03899142188718482,2.8552400000000002,0.0239,0.041,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
IVZ,IVZ,Financial Services,Asset Management,11334438912.0,444313529.0,0.8582124841423788,-0.06272050176401411,0.17161,0.0329,0.062,yfinance_info+wikipedia_sp500,,,,Financial Services,Asset Management
J,J,Industrials,Engineering & Construction,14868753408.0,117446713.0,0.23134281502656717,0.029936808846761455,0.65173,0.011399999999999999,0.123,yfinance_info+wikipedia_sp500,,,,Industrials,Engineering & Construction
JBHT,JBHT,Industrials,Integrated Freight & Logistics,23517628416.0,94299000.0,0.15333279564632993,0.025906110463011386,0.36247,0.72,0.046,yfinance_info+wikipedia_sp500,,,,Industrials,Integrated Freight & Logistics
JBL,JBL,Technology,Electronic Components,36044972032.0,105502622.0,0.03717547299097796,0.02168886287135958,3.2891000000000004,0.09,0.231,yfinance_info+wikipedia_sp500,,,,Technology,Electronic Components
JCI,JCI,Industrials,Building Products & Equipment,86864429056.0,612066206.0,0.15202227479017355,0.02099774520856821,0.73339,0.0113,0.068,yfinance_info+wikipedia_sp500,,,,Industrials,Building Products & Equipment
JKHY,JKHY,Technology,Information Technology Services,10939803648.0,72167368.0,0.20196493706924035,0.04611313264968574,0.03109,0.0155,0.079,yfinance_info+wikipedia_sp500,,,,Technology,Information Technology Services
JNJ,JNJ,Healthcare,Drug Manufacturers - General,547641851904.0,2407216971.0,0.1488571558842705,0.03789010989010989,0.6773,0.0236,0.099,yfinance_info+wikipedia_sp500,,,,Healthcare,Drug Manufacturers - General
JPM,JPM,Financial Services,Banks - Diversified,826036256768.0,2679500000.0,0.4164396203153406,0.06779551057480213,,0.0195,0.127,yfinance_info+wikipedia_sp500,,,,Financial Services,Banks - Diversified
KDP,KDP,Consumer Defensive,Beverages - Non-Alcoholic,39755546624.0,1360559471.0,0.6427104900956707,0.046201232032854214,0.85985,0.0315,0.094,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Beverages - Non-Alcoholic
KEY,KEY,Financial Services,Banks - Regional,23518148608.0,1087293000.0,0.7435507014582963,0.07535829865926953,,0.0379,0.117,yfinance_info+wikipedia_sp500,,,,Financial Services,Banks - Regional
